,property,location,price,area,furnished status,additional details
2386,Residential Plot,"Jigani, Bangalore",82.44 L,3300,New New/Resale,2 open sidesEast facing
2387,Residential Plot,"Jigani, Bangalore",87.49 L,3502,New New/Resale,1 open sidesNorth facing
2388,Residential Plot,"Jigani, Bangalore",99 L,600,New New/Resale,1 open sidesSouth facing
2389,Residential Plot,"Jigani, Bangalore",82.46 L,3300,New New/Resale,2 open sidesEast facing
2390,Residential Plot,"Jigani, Bangalore",82.48 L,3300,New New/Resale,2 open sidesEast facing
2391,Residential Plot,"Kumaraswamy Layout, Bangalore",87.48 L,3500,New New/Resale,1 open sidesNorthWest facing
2392,Residential Plot,"Electronics City, Bangalore",82.48 L,3300,New New/Resale,2 open sidesNorth facing
2393,Residential Plot,"Electronics City, Bangalore",82.48 L,3300,New New/Resale,2 open sidesNorth facing
2394,Residential Plot,"Electronics City, Bangalore",87.76 L,3510,New New/Resale,1 open sidesEast facing
2395,Residential Plot,"Electronics City, Bangalore",87.47 L,3500,New New/Resale,1 open sidesEast facing
2396,Residential Plot,"Electronics City, Bangalore",87.46 L,3500,New New/Resale,1 open sidesEast facing
2397,Residential Plot,"Electronics City, Bangalore",87.46 L,3500,New New/Resale,1 open sidesEast facing
2398,Residential Plot,"Electronics City, Bangalore",87.51 L,3505,New New/Resale,1 open sidesEast facing
2399,Residential Plot,"Electronics City, Bangalore",87.51 L,3505,New New/Resale,1 open sidesNorthWest facing
2400,Residential Plot,"Electronics City, Bangalore",87.49 L,3502,New New/Resale,1 open sidesEast facing
2401,Residential Plot,"Electronic City Phase 1, Bangalore",87.49 L,3502,New New/Resale,1 open sidesEast facing
2402,Residential Plot,"Electronic City Phase 1, Bangalore",87.47 L,3500,New New/Resale,1 open sidesEast facing
2403,Residential Plot,"Electronic City Phase 1, Bangalore",82.46 L,3300,New New/Resale,2 open sidesEast facing
2404,Residential Plot,"Electronic City Phase 1, Bangalore",87.49 L,3502,New New/Resale,1 open sidesEast facing
2405,Residential Plot,"Electronics City, Bangalore",82.46 L,3300,New New/Resale,2 open sidesEast facing
2406,Residential Plot,"Jigani, Bangalore",87.47 L,3500,New New/Resale,1 open sidesEast facing
2407,Residential Plot,"Electronics City, Bangalore",87.46 L,3500,New New/Resale,1 open sidesNorth facing
2408,Residential Plot,"Electronic City Phase 1, Bangalore",87.51 L,3505,New New/Resale,1 open sidesEast facing
2409,Residential Plot,"Electronics City, Bangalore",87.46 L,3500,New New/Resale,1 open sidesNorth facing
2410,Residential Plot,"Electronics City, Bangalore",87.49 L,3502,New New/Resale,1 open sidesEast facing
2411,2 BHK Apartment in Puravankara Purva Belmont,"Electronic City Phase 1, Bangalore",95 L,1210,Ready to move Construction Status,13 - 14 years old2 BathroomsResale
2412,2 BHK Apartment,"Electronics City, Bangalore",81.75 L,1475,Under Construction Construction Status,2 BathroomsNew
2413,3 BHK Apartment,"Electronics City, Bangalore",79.9 L,1475,Under Construction Construction Status,3 BathroomsNew North facing
2414,3 BHK Apartment,"Electronics City, Bangalore",79.8 L,1430,Under Construction Construction Status,3 BathroomsNew
2415,3 BHK Apartment,"Electronics City, Bangalore",79.75 L,1415,Under Construction Construction Status,3 BathroomsNew
2416,2 BHK Apartment,"Electronics City, Bangalore",63 L,1134,Under Construction Construction Status,2 BathroomsNew
2417,3 BHK Apartment,"Electronics City, Bangalore",79.5 L,1445,Under Construction Construction Status,3 BathroomsNew
2418,2 BHK Apartment,"Electronics City, Bangalore",48.5 L,1250,Ready to move Construction Status,2 BathroomsNew East facing
2419,3 BHK Apartment,"Electronics City, Bangalore",79.25 L,1550,Under Construction Construction Status,3 BathroomsNew North facing
2420,2 BHK Apartment,"Electronic City Phase 1, Bangalore",46.3 L,1175,Under Construction Construction Status,2 BathroomsNew East facing
2421,3 BHK Apartment in Sri SV Elite,"Electronic City Phase 1, Bangalore",66.8 L,1455,Under Construction Construction Status,3 BathroomsNew North facing
2422,3 BHK Apartment in Sri SV Elite,"Electronics City, Bangalore",66.6 L,1420,Under Construction Construction Status,3 BathroomsNew North facing
2423,3 BHK Apartment in Sri SV Elite,"Electronic City Phase 1, Bangalore",66.75 L,1385,Under Construction Construction Status,3 BathroomsNew North facing
2424,3 BHK Apartment in Sri SV Elite,"Bommasandra, Bangalore",66 L,1415,Under Construction Construction Status,3 BathroomsNew North facing
2425,2 BHK Apartment,"Electronics City, Bangalore",69.3 L,1047,Under Construction Construction Status,2 BathroomsNew East facing
2426,2 BHK Apartment in Landmark Fortune,"Electronics City, Bangalore",69 L,1120,Under Construction Construction Status,2 BathroomsNew West facing
2427,3 BHK Apartment,"Electronic City Phase 1, Bangalore",78 L,1285,Under Construction Construction Status,3 BathroomsNew East facing
2428,2 BHK Apartment in Sri SV Elite,"Electronic City Phase 1, Bangalore",51.35 L,1175,Under Construction Construction Status,2 BathroomsNew East facing
2429,2 BHK Apartment,"Electronics City, Bangalore",55 L,1250,Under Construction Construction Status,2 BathroomsNew East facing
2430,2 BHK Apartment,"Vidyaranyapura, Bangalore",55 L,1135,Under Construction Construction Status,2 BathroomsNew
2431,2 BHK Apartment in Siri Green Woods,"Vidyaranyapura, Bangalore",69.5 L,1050,Under Construction Construction Status,2 BathroomsNew East facing
2432,3 BHK Apartment,"Abbigere, Bangalore",75 L,1345,Under Construction Construction Status,3 BathroomsNew East facing
2433,3 BHK Apartment,"Anjanapura Township, Bangalore",87 L,1550,Under Construction Construction Status,3 BathroomsNew East facing
2434,3 BHK Apartment,"Ramamurthy Nagar, Bangalore",87 L,1550,Under Construction Construction Status,3 BathroomsNew North facing
2435,2 BHK Apartment,"Hulimavu, Bangalore",61.25 L,1050,Under Construction Construction Status,2 BathroomsNew East facing
2436,2 BHK Apartment,"Subramanyapura, Bangalore",62 L,1050,Under Construction Construction Status,2 BathroomsNew West facing
2437,2 BHK Apartment,"Talaghattapura, Bangalore",61.3 L,1050,Under Construction Construction Status,2 BathroomsNew East facing
2438,2 BHK Apartment,"Talaghattapura, Bangalore",61.75 L,1050,Under Construction Construction Status,2 BathroomsNew East facing
2439,2 BHK Apartment,"Subramanyapura, Bangalore",61.5 L,1050,Under Construction Construction Status,2 BathroomsNew North facing
2440,2 BHK Apartment in Alps Pleasanton,"J. P. Nagar, Bangalore",62 L,1131,Ready to move Construction Status,7 - 8 years old2 BathroomsNew
2441,2 BHK Apartment in Alps Pleasanton,"J. P. Nagar, Bangalore",62 L,1145,Ready to move Construction Status,7 - 8 years old2 BathroomsNew
2442,2 BHK Apartment,"Subramanyapura, Bangalore",55 L,1016,Ready to move Construction Status,2 BathroomsNew East facing
2443,2 BHK Apartment in Siri Green Woods,"Subramanyapura, Bangalore",63.5 L,1025,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2444,2 BHK Apartment in Sri Chakra Sri Charkra Blossom,"Subramanyapura, Bangalore",55 L,1175,Ready to move Construction Status,5 years old2 BathroomsResale
2445,2 BHK Apartment,"Subramanyapura, Bangalore",63 L,1050,Ready to move Construction Status,2 BathroomsNew SouthWest facing
2446,2 BHK Apartment,"Subramanyapura, Bangalore",56.5 L,1050,Ready to move Construction Status,2 BathroomsNew NorthEast facing
2447,2 BHK Apartment in Sai Priya Avenue,"Subramanyapura, Bangalore",46.97 L,1320,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2448,2 BHK Apartment in Sri SV Elite,"Lal Bahadur Shastri Nagar, Bangalore",51 L,1080,Under Construction Construction Status,2 BathroomsNew East facing
2449,2 BHK Apartment,"Subramanyapura, Bangalore",79 L,1136,Under Construction Construction Status,2 BathroomsNew
2450,3 BHK Independent House,"J. P. Nagar, Bangalore",98.5 L,2100,Ready to move Construction Status,3 BathroomsNew East facing
2451,3 BHK Independent House,"Subramanyapura, Bangalore",99 L,2100,Ready to move Construction Status,3 BathroomsNew East facing
2452,3 BHK Independent House,"Bangalore City Municipal Corporation Layout, Bangalore",98 L,2100,Ready to move Construction Status,3 BathroomsNew East facing
2453,3 BHK Independent House,"Bangalore City Municipal Corporation Layout, Bangalore",2.4 Cr,840,Ready to move Construction Status,5 - 6 years old3 BathroomsNew
2454,9 BHK Independent House,"Vajarahalli, Bangalore",1.69 Cr,3500,Ready to move Construction Status,7 BathroomsResale SouthEast facing
2455,4 BHK Apartment in Mantri Pinnacle,"Bangalore City Municipal Corporation Layout, Bangalore",3.65 Cr,3600,Ready to move Construction Status,6 - 7 years old5 BathroomsNew
2456,Residential Plot,"Konanakunte, Bangalore",1.5 Cr,1200,New New/Resale,1 open sidesEast facing
2457,Residential Plot,"Lal Bahadur Shastri Nagar, Bangalore",3 Cr,2400,Resale New/Resale,1 open sidesWest facing
2458,Residential Plot,"Bangalore City Municipal Corporation Layout, Bangalore",3.42 Cr,2400,Resale New/Resale,1 open sidesEast facing
2459,Residential Plot,"Vajarahalli, Bangalore",2.83 Cr,2100,New New/Resale,1 open sidesSouth facing
2460,Residential Plot,"Lal Bahadur Shastri Nagar, Bangalore",2.64 Cr,2400,New New/Resale,4 - 5 years old2 open sidesNorth facing
2461,Residential Plot,"Konanakunte, Bangalore",1.5 Cr,1200,New New/Resale,4 - 5 years old1 open sidesSouth facing
2462,Residential Plot,"Konanakunte, Bangalore",6 Cr,4000,New New/Resale,1 open sidesSouth facing
2463,Residential Plot,"Konanakunte, Bangalore",1.22 Cr,1200,New New/Resale,1 open sidesNorth facing
2464,Residential Plot,"Lal Bahadur Shastri Nagar, Bangalore",5.2 Cr,4000,New New/Resale,1 open sidesWest facing
2465,Residential Plot,"Vajarahalli, Bangalore",2.4 Cr,2400,New New/Resale,1 open sidesSouth facing
2466,Residential Plot,"Bangalore City Municipal Corporation Layout, Bangalore",1.62 Cr,1200,New New/Resale,1 open sidesSouth facing
2467,Residential Plot,"Lal Bahadur Shastri Nagar, Bangalore",1.2 Cr,1200,New New/Resale,1 open sidesNorth facing
2468,Residential Plot,"Lal Bahadur Shastri Nagar, Bangalore",1.14 Cr,1200,New New/Resale,5 - 6 years old1 open sidesNorth facing
2469,Residential Plot,"Vajarahalli, Bangalore",2.3 Cr,2400,New New/Resale,1 open sidesSouth facing
2470,Residential Plot,"Horamavu, Bangalore",2.65 Cr,2400,New New/Resale,4 - 5 years old2 open sidesNorthWest facing
2471,Residential Plot,"Kothanur, Bangalore",3.6 Cr,2400,New New/Resale,1 open sidesWest facing
2472,Residential Plot,"Kothanur, Bangalore",2.16 Cr,2400,New New/Resale,6 - 7 years old2 open sidesNorth facing
2473,Residential Plot,"Kothanur, Bangalore",1.26 Cr,1200,New New/Resale,6 - 7 years old2 open sidesSouth facing
2474,Residential Plot,"Kothanur, Bangalore",1.26 Cr,1200,New New/Resale,6 - 7 years old1 open sidesNorthEast facing
2475,Residential Plot,"Kothanur, Bangalore",1.65 Cr,1200,New New/Resale,6 - 7 years old2 open sidesWest facing
2476,Residential Plot,"Sarjapur, Bangalore",3.25 Cr,2400,New New/Resale,2 open sidesSouthEast facing
2477,Residential Plot,"Krishnarajapura, Bangalore",1.14 Cr,1200,New New/Resale,5 - 6 years old2 open sidesEast facing
2478,Residential Plot,"Krishnarajapura, Bangalore",2.61 Cr,1800,New New/Resale,6 - 7 years old1 open sidesEast facing
2479,Residential Plot,"Krishnarajapura, Bangalore",3.12 Cr,2400,New New/Resale,6 - 7 years old2 open sidesSouth facing
2480,Residential Plot,"Krishnarajapura, Bangalore",2.4 Cr,2400,New New/Resale,5 - 6 years old1 open sidesEast facing
2481,Residential Plot,"Krishnarajapura, Bangalore",1.55 Cr,1200,New New/Resale,1 open sidesSouthEast facing
2482,Residential Plot,"Krishnarajapura, Bangalore",70 L,600,New New/Resale,1 open sidesNorth facing
2483,Residential Plot,"Krishnarajapura, Bangalore",1.2 Cr,1200,New New/Resale,1 open sidesWest facing
2484,Residential Plot,"Krishnarajapura, Bangalore",2.4 Cr,2400,New New/Resale,5 - 6 years old1 open sidesSouthEast facing
2485,Residential Plot,"Krishnarajapura, Bangalore",3.13 Cr,2400,New New/Resale,6 - 7 years old2 open sidesSouth facing
2486,Residential Plot,"Krishnarajapura, Bangalore",3.36 Cr,2400,New New/Resale,6 - 7 years old2 open sidesNorth facing
2487,Residential Plot,"Krishnarajapura, Bangalore",1.2 Cr,1200,New New/Resale,5 - 6 years old1 open sidesWest facing
2488,Residential Plot,"Krishnarajapura, Bangalore",2.4 Cr,2400,New New/Resale,5 - 6 years old1 open sidesNorthWest facing
2489,Residential Plot,"Krishnarajapura, Bangalore",1.42 Cr,1140,New New/Resale,6 - 7 years old1 open sidesWest facing
2490,10 BHK Independent Floor,"Krishnarajapura, Bangalore",2.8 Cr,9500,Ready to move Construction Status,10 BathroomsNew North facing
2491,3 BHK Apartment in Promax Dreamville Home,"Krishnarajapura, Bangalore",1.08 Cr,1816,Ready to move Construction Status,1 year old3 BathroomsNew
2492,3 BHK Apartment in Promax Dreamville Home,"Krishnarajapura, Bangalore",1.01 Cr,1689,Ready to move Construction Status,1 year old3 BathroomsNew
2493,3 BHK Apartment in Promax Dreamville Home,"Krishnarajapura, Bangalore",1.13 Cr,1893,Ready to move Construction Status,1 year old3 BathroomsNew
2494,3 BHK Apartment in Promax Dreamville Home,"Krishnarajapura, Bangalore",1.01 Cr,1695,Ready to move Construction Status,1 year old3 BathroomsNew
2495,3 BHK Apartment in Promax Dreamville Home,"Krishnarajapura, Bangalore",1.05 Cr,1759,Ready to move Construction Status,1 year old3 BathroomsNew
2496,4 BHK Villa in MJR Divine Meadows,"Krishnarajapura, Bangalore",2.51 Cr,2886,Under Construction Construction Status,Possession by Jul 20263 BathroomsNew
2497,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",90.45 L,1240,Ready to move Construction Status,0 - 1 year oldNew
2498,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",80.97 L,1110,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2499,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.29 Cr,1774,Ready to move Construction Status,0 - 1 year oldNew
2500,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.08 Cr,1491,Ready to move Construction Status,0 - 1 year oldNew
2501,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.08 Cr,1490,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2502,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.09 Cr,1500,Ready to move Construction Status,0 - 1 year oldNew
2503,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.08 Cr,1481,Ready to move Construction Status,0 - 1 year oldNew
2504,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",79.44 L,1089,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2505,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.06 Cr,1455,Ready to move Construction Status,0 - 1 year oldNew
2506,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",96.65 L,1325,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2507,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",96.58 L,1324,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2508,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.07 Cr,1467,Ready to move Construction Status,0 - 1 year old3 BathroomsNew
2509,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",95.92 L,1315,Ready to move Construction Status,0 - 1 year oldNew
2510,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",86.66 L,1188,Ready to move Construction Status,0 - 1 year oldNew
2511,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",86.37 L,1184,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2512,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",94.1 L,1290,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2513,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",94.39 L,1294,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2514,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",94.76 L,1299,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2515,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.14 Cr,1567,Ready to move Construction Status,0 - 1 year old3 BathroomsNew
2516,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",83.6 L,1146,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2517,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",84.03 L,1152,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2518,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.13 Cr,1551,Ready to move Construction Status,0 - 1 year oldNew
2519,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.13 Cr,1550,Ready to move Construction Status,0 - 1 year old3 BathroomsNew
2520,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",96.65 L,1325,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2521,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",96.58 L,1324,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2522,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",1.07 Cr,1467,Ready to move Construction Status,0 - 1 year old3 BathroomsNew
2523,3 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",95.92 L,1315,Ready to move Construction Status,0 - 1 year oldNew
2524,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",86.66 L,1188,Ready to move Construction Status,0 - 1 year oldNew
2525,2 BHK Apartment in DB Lakven Visishta,"Krishnarajapura, Bangalore",86.37 L,1184,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2526,3 BHK Apartment in DB Lakven Visishta,"Sarjapur, Bangalore",94.1 L,1290,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
2527,3 BHK Apartment in DB Lakven Visishta,"Jyotipuram, Bangalore",94.39 L,1294,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
